admin_project_code,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_op,GHG_sum_em_m2a,GHG_sum_op_m2a,GHG_A1,GHG_A2,GHG_A3,GHG_A4,GHG_A5,GHG_B1,GHG_B2,GHG_B3,GHG_B4,GHG_B5,GHG_B6,GHG_B7,GHG_C1,GHG_C2,GHG_C3,GHG_C4,GHG_D,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B5_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_D_m2a,GHG_A123,GHG_A45,GHG_A12345,GHG_B1234,GHG_B12345,GHG_B67,GHG_B1234567,GHG_C12,GHG_C34,GHG_C1234,GHG_C34_D,GHG_C1234_D,GHG_A123_m2a,GHG_A45_m2a,GHG_A12345_m2a,GHG_B1234_m2a,GHG_B12345_m2a,GHG_B67_m2a,GHG_B1234567_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_C1234_m2a,GHG_C34_D_m2a,GHG_C1234_D_m2a,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a
CSTB17,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,104.0,n/a,0-5000,2.0,0,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,Other,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,65830.70999999999,n/a,12.659751923076922,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7151903846153845,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.3661634615384615,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0243634615384614,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.1884634615384617,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.661055769230769,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5801673076923077,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB18,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,96.0,n/a,0-5000,2.0,0,0,massive brick,Other,n/a,2,n/a,36.1,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,58162.490000000005,n/a,12.117185416666668,1.6721,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7117395833333333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.999839583333333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.4020624999999998,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.7578812499999996,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6638124999999997,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5806041666666667,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB19,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,120.0,n/a,0-5000,2.0,1,1,massive brick,Other,n/a,2,n/a,13.5,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,83379.99000000002,n/a,13.896665000000002,0.9963,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.618255,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.062695,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.2364816666666667,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.7523700000000004,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6477999999999997,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5780666666666666,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB20,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,144.0,n/a,0-5000,2.0,0,0,massive brick,Other,n/a,1,n/a,15.7,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,87512.66,n/a,12.15453611111111,1.1443,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5534805555555555,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.676933333333334,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.0411430555555556,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.647180555555556,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.653645833333333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5789930555555556,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB21,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,214.0,n/a,0-5000,7.0,0,0,frame wood,Gable or saddle roof,n/a,3,n/a,,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,144810.25999999998,n/a,13.533669158878503,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.3977009345794391,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.46952523364486,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.1231074766355142,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.8896280373831777,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB22,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,190.0,n/a,0-5000,3.0,0,0,massive brick,Other,n/a,1,n/a,10.7,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,108577.31000000001,n/a,11.42919052631579,0.7725,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.2692063157894737,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.5876042105263157,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.6552757894736843,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.680046315789474,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.656917894736842,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5795115789473684,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB23,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,83.0,n/a,0-5000,2.0,0,0,massive brick,Gable or saddle roof,n/a,1,n/a,17.0,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,45374.6,n/a,10.933638554216868,1.2381,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6503036144578315,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.402024096385542,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7917180722891567,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8588795180722895,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.650739759036145,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5785325301204819,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB24,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,193.0,n/a,0-5000,3.0,1,0,frame wood,Gable or saddle roof,n/a,2,n/a,9.7,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,92488.84,n/a,9.584335751295336,0.6991,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9793264248704664,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.791296373056995,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9278953367875649,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.6364113989637303,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6675854922279796,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5812020725388601,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB25,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,253.0,n/a,0-5000,3.0,2,1,massive brick,Flat roof,n/a,1,n/a,14.3,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,142696.78,n/a,11.280377865612648,1.064,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7647399209486165,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8092561264822136,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.3211849802371542,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.139193675889328,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.664773913043478,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5807565217391304,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB26,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,303.0,n/a,0-5000,8.0,0,0,frame wood,Gable or saddle roof,n/a,3,n/a,64.6,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,170037.63,n/a,11.223605940594059,0.5269,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1394112211221123,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.7451544554455443,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.7931696369636965,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.033384818481848,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB27,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,220.0,n/a,0-5000,6.0,0,0,frame wood,Gable or saddle roof,n/a,3,n/a,62.8,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,142339.78999999998,n/a,12.939980909090908,0.6001,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.1923963636363637,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.9081918181818183,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0657699999999999,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.872339090909091,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.554181818181818,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6385454545454545,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB28,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1274.0,n/a,0-5000,34.34,3,0,frame concrete,Flat roof,n/a,3,n/a,65.1,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,936099.7899999998,n/a,14.695444113029824,15.2681,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6498053375196232,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.777502982731554,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.0567229199372057,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.965822135007849,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.2715015698587124,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB29,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,966.0,n/a,0-5000,24.73,0,0,frame wood,Gable or saddle roof,n/a,3,n/a,,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,635543.6100000001,n/a,13.158252795031057,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5195623188405797,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.7099884057971013,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0545310559006211,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.3809559006211174,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.616587577639751,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB30,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,147.0,n/a,0-5000,2.28,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,79954.26000000001,n/a,10.878130612244899,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8629102040816327,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.442421768707483,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.3912421768707484,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.697262585034013,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6717020408163266,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5818544217687075,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB31,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,109.0,n/a,0-5000,2.02,2,1,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,56782.15999999999,n/a,10.418744954128437,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8979834862385322,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6341743119266057,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.734788990825688,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.8924183486238533,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.675781651376147,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5825009174311927,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB32,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,134.0,n/a,0-5000,2.18,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,29.5,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,67132.78000000001,n/a,10.019817910447763,5.3846,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5104671641791045,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.3757477611940296,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7609194029850747,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.124197014925373,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6665552238805974,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5810388059701492,n/a,n/a,n/a,n/a,n/a,n/a,n/a
