site_country_code,admin_project_code,admin_data_partner,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_mass_total_m2,inv_mat_mass_total_capita,inv_mat_mass_sum_top_5,inv_mat_mass_ratio,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,mass_aluminium,mass_bamboo,mass_brass_copper,mass_cement_mortar,mass_ceramics,mass_concrete_reinforced,mass_concrete_wo_reinforcement,mass_earth,mass_EPS_XPS,mass_fungi,mass_glass,mass_metals,mass_plastics,mass_steel_reinforcement,mass_stone,mass_stone_wool,mass_straw_hemp,mass_wood,mass_other,eurostat_metal_materials,eurostat_non-metallic_minerals,eurostat_fossil_energy_materials,eurostat_biomass_based_materials,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts,scope_LCS,scope_LCM,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_em_m2a,GHG_sum_em_capita_a,GHG_A_m2a,GHG_B_em_m2a,GHG_B_op_m2a,GHG_C_m2a,GHG_A_capita_a,GHG_B_em_capita_a,GHG_B_op_capita_a,GHG_C_capita_a,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN,GHG_A123_m2a_harm,GHG_A45_m2a_harm,GHG_B1234_m2a_harm,GHG_B5_m2a_harm,GHG_B67_m2a_harm,GHG_C12_m2a_harm,GHG_C34_m2a_harm,GHG_sum_em_m2a_harm,GHG_A123_m2a_harm_LCM,GHG_A45_m2a_harm_LCM,GHG_B1234_m2a_harm_LCM,GHG_B5_m2a_harm_LCM,GHG_C12_m2a_harm_LCM,GHG_C34_m2a_harm_LCM,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_sum_em_m2pertonGHG_a,GHG_sum_em_m2pertonGHG,GHG_sum_op_m2pertonGHG_a,GHG_sum_op_m2pertonGHG,GHG_sum_em_cappertonGHG_a,GHG_sum_em_cappertonGHG,GHG_sum_op_cappertonGHG_a,GHG_sum_op_cappertonGHG,ratio_A123_LCM,ratio_A45_LCM,ratio_B1234_LCM,ratio_B5_LCM,ratio_C12_LCM,ratio_C34_LCM,ratio_A123_parts,ratio_A45_parts,ratio_B1234_parts,ratio_B5_parts,ratio_C12_parts,ratio_C34_parts
BE,MFH_medium_P4_EPB-solid,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,1281,,0-5000,33,,,massive brick,,New Standard,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,12.58657467,488.587944,7.342536313,4.815831325,,0.42820703,285.0239096,186.941816,,16.62221835,,,,,,,,,,,,,,,,6.504471047,0.838065266,4.815831325,,32.05019693,0.236785422,0.191421608,,,,,,,,,,,,7.805365257,1.005678319,4.815831325,,32.05019693,0.284142506,0.22970593,14.14072334,,,,,,,1.584044962,1.314486686,0.191104486,,,0.074176849,0.00427694,,0.616461075,0.354156229,0.043609738,0.202862196,,0.013547529,0.002285383,,1.835258072,0.945440167,0.097901797,0.64221026,,0.026783958,0.122921891,,4.863411734,1.887490855,0.331318786,2.522744319,,0.088962358,0.032895415,,2.999895796,1.387963201,0.091922259,1.5013232,,0.008148845,0.010538291,,,,,,,,,,79.44973325,1.324162221,31.20105633,0.520017606,2.04671444,0.034111907,,,0.551977793,0.071119298,0.340564709,,0.020093916,0.016244284,0.551977793,0.071119298,0.340564709,,0.020093916,0.016244284
BE,MFH_medium_P4_EPB-timber,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,1281,,0-5000,33,,,frame wood,,New Standard,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,8.808364423,341.9246917,4.92442949,3.611897011,,0.272037922,191.1573993,140.2072749,,10.56001753,,,,,,,,,,,,,,,,4.476234828,0.448194662,3.611897011,,30.15623511,0.137986769,0.134051153,,,,,,,,,,,,5.371481793,0.537833594,3.611897011,,30.15623511,0.165584123,0.160861384,9.847657905,,,,,,,1.584044962,1.314486686,0.191104486,,,0.074176849,0.00427694,,0.41673171,0.174741605,0.016473038,0.216021076,,0.006157473,0.003338518,,1.110534656,0.562072558,0.044497136,0.48341434,,0.010625592,0.00992503,,2.599047587,0.955575938,0.097091226,1.421833145,,0.032518236,0.092029042,,2.999895796,1.387963201,0.091922259,1.5013232,,0.008148845,0.010538291,,,,,,,,,,113.5284545,1.892140909,33.16063814,0.552677302,2.924620609,0.048743677,,,0.545457798,0.054615382,0.366777263,,0.016814569,0.016334989,0.545457798,0.054615382,0.366777263,,0.016814569,0.016334989
BE,MFH_medium_P4_Passive,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,1281,,0-5000,33,,,massive brick,,New Advanced,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,13.16209568,510.9286234,7.646183729,5.052996594,,0.462915361,296.8109502,196.1481405,,17.96953263,,,,,,,,,,,,,,,,6.793806741,0.852376988,5.052996594,,28.38025399,0.236172251,0.22674311,,,,,,,,,,,,8.152568089,1.022852386,5.052996594,,28.38025399,0.283406701,0.272091732,14.7839155,,,,,,,1.584044962,1.314486686,0.191104486,,,0.074176849,0.00427694,,0.616461075,0.354156229,0.043609738,0.202862196,,0.013547529,0.002285383,,2.231687896,1.140040551,0.110329517,0.810313986,,0.027921866,0.143081976,,4.931934227,1.907749285,0.328109566,2.561675525,,0.08630654,0.048093312,,2.999895796,1.387963201,0.091922259,1.5013232,,0.008148845,0.010538291,,,,,,,,,,75.97574308,1.266262385,35.2357664,0.587262773,1.957220548,0.032620342,,,0.551448504,0.069186839,0.341790143,,0.019169935,0.018404578,0.551448504,0.069186839,0.341790143,,0.019169935,0.018404578
BE,MFH_medium_P5_EPB-solid,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,2230,,0-5000,33,,,massive brick,,New Standard,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,14.1060146,953.2246233,7.88483488,5.771724066,,0.449455658,532.8236904,390.0286263,,30.37230662,,,,,,,,,,,,,,,,7.009165531,0.875669349,5.771724066,,24.7168857,0.247139345,0.202316313,,,,,,,,,,,,8.410998637,1.050803219,5.771724066,,24.7168857,0.296567214,0.242779576,15.77287271,,,,,,,1.927174519,1.599225595,0.232500785,,,0.090244745,0.005203394,,0.715047241,0.410793876,0.050583928,0.235304481,,0.015714087,0.002650868,,3.103465792,1.48740364,0.146384025,1.201676408,,0.036466142,0.231535577,,5.290506283,2.056173384,0.35899234,2.733475548,,0.097900533,0.043964478,,3.02517208,1.399657791,0.092696771,1.513972929,,0.008217505,0.010627084,,,,,,,,,,70.89174569,1.181529095,40.45817148,0.674302858,1.049070676,0.017484511,,,0.533257244,0.066620915,0.365927258,,0.018802359,0.015392223,0.533257244,0.066620915,0.365927258,,0.018802359,0.015392223
BE,MFH_medium_P5_EPB-timber,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,2230,,0-5000,33,,,frame wood,,New Standard,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,10.71613648,724.1510411,5.991551382,4.421594047,,0.302991054,404.8836237,298.7925674,,20.47484999,,,,,,,,,,,,,,,,5.44578537,0.545766012,4.421594047,,22.76535608,0.162488293,0.140502761,,,,,,,,,,,,6.534942444,0.654919214,4.421594047,,22.76535608,0.194985951,0.168603313,11.97504497,,,,,,,1.927174519,1.599225595,0.232500785,,,0.090244745,0.005203394,,0.483376602,0.202686768,0.019107452,0.250567766,,0.007142193,0.003872423,,1.907471252,0.937315896,0.070483351,0.871145098,,0.014897947,0.013628959,,2.903411707,1.090167204,0.114153659,1.551880642,,0.040586415,0.106623786,,3.02517208,1.399657791,0.092696771,1.513972929,,0.008217505,0.010627084,,,,,,,,,,93.31721387,1.555286898,43.92639397,0.732106566,1.38092738,0.023015456,,,0.545713395,0.054690334,0.369234024,,0.016282691,0.014079556,0.545713395,0.054690334,0.369234024,,0.016282691,0.014079556
BE,MFH_medium_P5_Passive,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,2230,,0-5000,33,,,massive brick,,New Advanced,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,14.61732271,987.7766556,8.121838538,5.997899385,,0.497584782,548.8393921,405.3125948,,33.62466862,,,,,,,,,,,,,,,,7.238032497,0.883806041,5.997899385,,22.75179014,0.244261652,0.25332313,,,,,,,,,,,,8.685638996,1.06056725,5.997899385,,22.75179014,0.293113983,0.303987756,16.34120737,,,,,,,1.927174519,1.599225595,0.232500785,,,0.090244745,0.005203394,,0.715047241,0.410793876,0.050583928,0.235304481,,0.015714087,0.002650868,,3.861064444,1.851785295,0.169222134,1.538848062,,0.038494879,0.262714074,,5.390202896,2.085648331,0.354323093,2.790118398,,0.094036457,0.066076617,,3.02517208,1.399657791,0.092696771,1.513972929,,0.008217505,0.010627084,,,,,,,,,,68.41198078,1.14019968,43.95258543,0.73254309,1.012374603,0.01687291,,,0.53151758,0.064901401,0.367041385,,0.017937107,0.018602527,0.53151758,0.064901401,0.367041385,,0.017937107,0.018602527
BE,MFH_small_P1_EPB-solid,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,455,,0-5000,12,,,massive brick,,New Standard,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,14.99621999,568.6066747,9.013649905,5.467467922,,0.515102166,341.7675589,207.3081587,,19.53095714,,,,,,,,,,,,,,,,7.970667504,1.0429824,5.467467922,,31.03920755,0.316870459,0.198231708,,,,,,,,,,,,9.564801005,1.25157888,5.467467922,,31.03920755,0.380244551,0.237878049,16.90197041,,,,,,,1.920270655,1.593496568,0.231667879,,,0.089921455,0.005184753,,0.677857214,0.389428245,0.047953028,0.223066157,,0.014896788,0.002512995,,1.859240271,0.9740876,0.101947854,0.631896005,,0.029422541,0.121886271,,4.487685368,1.764012297,0.299308574,2.304054444,,0.082465022,0.037845031,,3.570165842,1.651810312,0.10939637,1.786719663,,0.009697912,0.012541585,,,,,,,,,,66.68347093,1.111391182,32.21731735,0.536955289,1.758684948,0.029311416,,,0.565898577,0.074049288,0.323481097,,0.022497055,0.014073983,0.565898577,0.074049288,0.323481097,,0.022497055,0.014073983
BE,MFH_small_P1_EPB-timber,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,455,,0-5000,12,,,frame wood,,New Standard,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,11.53730071,437.4559854,7.02765711,4.123969889,,0.385673715,266.4653321,156.3671916,,14.6234617,,,,,,,,,,,,,,,,6.332387549,0.69526956,4.123969889,,27.75910196,0.227054914,0.158618801,,,,,,,,,,,,7.598865059,0.834323472,4.123969889,,27.75910196,0.272465897,0.190342561,13.01996688,,,,,,,1.920270655,1.593496568,0.231667879,,,0.089921455,0.005184753,,0.458235901,0.19214491,0.018113662,0.23753559,,0.006770723,0.003671016,,1.089943793,0.542548611,0.041487749,0.48488113,,0.010026249,0.011000055,,2.477296932,0.928367022,0.097197544,1.328267478,,0.03467982,0.088785067,,3.570165842,1.651810312,0.10939637,1.786719663,,0.009697912,0.012541585,,,,,,,,,,86.67538663,1.444589777,36.02422015,0.600403669,2.285944263,0.038099071,,,0.583631674,0.064080307,0.316741965,,0.020926773,0.014619282,0.583631674,0.064080307,0.316741965,,0.020926773,0.014619282
BE,MFH_small_P1_Passive,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,455,,0-5000,12,,,massive brick,,New Advanced,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,15.47187301,586.6418516,9.232379326,5.664995922,,0.574497761,350.0610495,214.797762,,21.7830401,,,,,,,,,,,,,,,,8.18365105,1.048728276,5.664995922,,29.10900171,0.312829167,0.261668594,,,,,,,,,,,,9.82038126,1.258473931,5.664995922,,29.10900171,0.375395,0.314002313,17.43324843,,,,,,,1.920270655,1.593496568,0.231667879,,,0.089921455,0.005184753,,0.677857214,0.389428245,0.047953028,0.223066157,,0.014896788,0.002512995,,2.243302149,1.16490564,0.114353579,0.787689524,,0.030562829,0.145790577,,4.572764116,1.789165524,0.295323949,2.352392121,,0.079167511,0.056715011,,3.570165842,1.651810312,0.10939637,1.786719663,,0.009697912,0.012541585,,,,,,,,,,64.63341571,1.077223595,34.35363432,0.572560572,1.704617557,0.028410293,,,0.563313332,0.072188149,0.324953548,,0.021533279,0.018011693,0.563313332,0.072188149,0.324953548,,0.021533279,0.018011693
BE,MFH_small_P2_EPB-solid,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,202,,0-5000,3,,,massive brick,,New Standard,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,15.74428877,1060.115444,10.0147181,5.167118479,,0.562452184,674.3243523,347.9193109,,37.87178037,,,,,,,,,,,,,,,,8.886684029,1.128034076,5.167118479,,23.33684269,0.355100768,0.207351416,,,,,,,,,,,,10.66402083,1.353640891,5.167118479,,23.33684269,0.426120922,0.248821699,17.85972282,,,,,,,1.489401343,1.235948652,0.179686363,,,0.069744926,0.004021401,,0.622371431,0.357551722,0.044027849,0.204807149,,0.013677416,0.002307295,,3.188954354,1.904841312,0.20958786,0.871513525,,0.058322584,0.144689072,,4.845065813,1.876851729,0.329973206,2.518000812,,0.088410414,0.031829653,,2.440781728,1.129277632,0.074789988,1.22150984,,0.006630081,0.008574188,,,,,,,,,,63.51509521,1.05858492,42.85069808,0.714178301,0.943293493,0.015721558,,,0.597098899,0.075792939,0.289316835,,0.023859324,0.013932002,0.597098899,0.075792939,0.289316835,,0.023859324,0.013932002
BE,MFH_small_P2_EPB-timber,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,202,,0-5000,3,,,frame wood,,New Standard,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,12.64958372,851.7386371,8.095124308,4.12446828,,0.429991131,545.0717034,277.7141975,,28.95273613,,,,,,,,,,,,,,,,7.275617095,0.819507213,4.12446828,,23.18530514,0.274606217,0.155384914,,,,,,,,,,,,8.730740514,0.983408656,4.12446828,,23.18530514,0.32952746,0.186461896,14.35460681,,,,,,,1.489401343,1.235948652,0.179686363,,,0.069744926,0.004021401,,0.420727149,0.17641695,0.016630974,0.218092191,,0.006216508,0.003370526,,1.872600511,0.98669363,0.081184033,0.753888411,,0.023539589,0.027294847,,2.584853691,0.947897963,0.095903303,1.418406569,,0.031855665,0.090790192,,2.440781728,1.129277632,0.074789988,1.22150984,,0.006630081,0.008574188,,,,,,,,,,79.05398488,1.317566415,43.13076726,0.718846121,1.174069082,0.019567818,,,0.608218716,0.068508227,0.287327151,,0.022956216,0.01298969,0.608218716,0.068508227,0.287327151,,0.022956216,0.01298969
BE,MFH_small_P2_Passive,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,202,,0-5000,3,,,massive brick,,New Advanced,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,16.24830437,1094.052494,10.25274767,5.368808689,,0.626748011,690.3516766,361.499785,,42.20103272,,,,,,,,,,,,,,,,9.118466671,1.134281002,5.368808689,,21.28445344,0.350741496,0.276006515,,,,,,,,,,,,10.94216,1.361137203,5.368808689,,21.28445344,0.420889795,0.331207818,18.42420351,,,,,,,1.489401343,1.235948652,0.179686363,,,0.069744926,0.004021401,,0.622371431,0.357551722,0.044027849,0.204807149,,0.013677416,0.002307295,,3.699129519,2.174857739,0.226960027,1.071552405,,0.060242111,0.165517237,,4.910411663,1.896170995,0.326912761,2.5551272,,0.085877717,0.046322989,,2.440781728,1.129277632,0.074789988,1.22150984,,0.006630081,0.008574188,,,,,,,,,,61.54488352,1.025748059,46.98264877,0.783044146,0.914032924,0.015233882,,,0.593901386,0.073877669,0.291399771,,0.022844396,0.017976778,0.593901386,0.073877669,0.291399771,,0.022844396,0.017976778
BE,MFH_small_P3_EPB-solid,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,291.5,,0-5000,8,,,massive brick,,New Standard,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,15.16103296,552.4301386,9.493952382,5.106700994,,0.560379587,345.9358899,186.0754175,,20.4188312,,,,,,,,,,,,,,,,8.42787063,1.066081751,5.106700994,,50.18294018,0.332633148,0.227746439,,,,,,,,,,,,10.11344476,1.279298102,5.106700994,,50.18294018,0.399159777,0.273295727,17.17189936,,,,,,,1.980355106,1.643356397,0.238916669,,,0.092735059,0.005346982,,0.739076631,0.424598735,0.052283817,0.243211963,,0.016242164,0.002739951,,1.824867633,0.906246533,0.093346029,0.663340173,,0.027602942,0.134331957,,5.355471207,2.088858961,0.362235873,2.760121565,,0.099133441,0.045121367,,4.206244027,1.946104905,0.128886962,2.105050365,,0.01142574,0.014776055,,,,,,,,,,65.95856644,1.099309441,19.92709069,0.332118178,1.810183642,0.030169727,,,0.588953181,0.074499511,0.297387079,,0.02324494,0.015915288,0.588953181,0.074499511,0.297387079,,0.02324494,0.015915288
BE,MFH_small_P3_EPB-timber,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,291.5,,0-5000,8,,,frame wood,,New Standard,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,11.9680329,436.0851988,7.518401005,4.049820582,,0.399811314,273.9517366,147.5653374,,14.56812474,,,,,,,,,,,,,,,,6.76859744,0.749803564,4.049820582,,50.09564694,0.24910365,0.150707664,,,,,,,,,,,,8.122316928,0.899764277,4.049820582,,50.09564694,0.29892438,0.180849197,13.55167536,,,,,,,1.980355106,1.643356397,0.238916669,,,0.092735059,0.005346982,,0.499620626,0.209498121,0.019749564,0.258988176,,0.007382208,0.004002557,,1.087479326,0.541501162,0.042190991,0.485896739,,0.009502123,0.008388311,,2.942437397,1.105324785,0.116021826,1.571658766,,0.041443163,0.107988857,,4.206244027,1.946104905,0.128886962,2.105050365,,0.01142574,0.014776055,,,,,,,,,,83.55592004,1.392598667,19.96181427,0.332696905,2.293129881,0.038218831,,,0.599358877,0.066395058,0.298842798,,0.022058113,0.013345154,0.599358877,0.066395058,0.298842798,,0.022058113,0.013345154
BE,MFH_small_P3_Passive,KU Leuven,KU Leuven,Residential,Multi-family house,New Built,Belgium,,,2020-Today,Conceptual design,Other,291.5,,0-5000,8,,,massive brick,,New Advanced,-,No certification,,,,,,,No data,,No data,,No data,,No data,,No data,,,,,,,,,,,,,,,,,,,,,,,,,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,15.73658294,573.4017408,9.771736208,5.33602025,,0.62882648,356.0576381,194.4312379,,22.91286487,,,,,,,,,,,,,,,,8.69649886,1.075237348,5.33602025,,44.83072536,0.328796528,0.300029952,,,,,,,,,,,,10.43579863,1.290284817,5.33602025,,44.83072536,0.394555834,0.360035943,17.81669548,,,,,,,1.980355106,1.643356397,0.238916669,,,0.092735059,0.005346982,,0.739076631,0.424598735,0.052283817,0.243211963,,0.016242164,0.002739951,,2.233460209,1.104746021,0.106293357,0.83115744,,0.028706333,0.162557058,,5.458186732,2.119226438,0.357425237,2.818479616,,0.095152357,0.067903084,,4.206244027,1.946104905,0.128886962,2.105050365,,0.01142574,0.014776055,,,,,,,,,,63.54619703,1.059103284,22.30613027,0.371768838,1.743977963,0.029066299,,,0.585731436,0.072419985,0.299495507,,0.022145287,0.020207785,0.585731436,0.072419985,0.299495507,,0.022145287,0.020207785
